File_Name,Park_Quality_Definition,Ecological_Environmental_Dimensions,Ecological_Environmental_Dimensions_Detail,Physical_Functional_Dimensions,Physical_Functional_Dimensions_Detail,Social_Experiential_Dimensions,Social_Experiential_Dimensions_Detail,Management_Governance_Dimensions,Management_Governance_Dimensions_Detail
sander2017.pdf,"The article does not explicitly define 'park quality' or 'greenspace quality'. Instead, it seeks to identify relationships between weight status and various measurable ""greenspace attributes"" (p. 2), which it categorizes into ""greenspace type, composition, and spatial arrangement"" (p. 2).","['Vegetation and/or flora', 'Water quality and/or hydrology']","The study treats vegetation and water as components of greenspace composition that are analyzed in relation to body mass index.
Vegetation and/or flora: This was measured in three ways. First, as ""mean block group greenspace percent canopy coverage using the 2011 National Landcover Dataset (NLCD) Tree Canopy product"" (p. 2). Second and third, as the ""percentage of greenspace in each block group covered by... forest... and grass using 2011, high-resolution (1-m) land-cover data"" (p. 2).
Water quality and/or hydrology: This was measured as the ""percentage of greenspace in each block group covered by water... using 2011, high-resolution (1-m) land-cover data"" (p. 2). The discussion notes this includes features like ""ponds, lakes, streams"" (p. 7).","['Facilities and/or amenities', 'Size and/or acreage', 'Other']","The study measures several physical and functional attributes of greenspace and analyzes their relationship with body mass index.
Facilities and/or amenities: This was measured indirectly as the ""Percentage of greenspace covered by impervious surfaces in block group"" (p. 4, Table 1). The article clarifies that these surfaces ""typically include paved paths and parking areas as well as buildings and athletic facilities (e.g., basketball, tennis courts)"" (p. 7).
Size and/or acreage: This was measured as ""the percentage of block group area occupied by each greenspace type"" (p. 2). The specific types measured were recreational parks, conservation lands, and cemeteries, with variables for the area of each in the models (p. 4, Table 1).
Other: Connectivity. The study ""quantified greenspace connectivity which might facilitate activities requiring larger extents (e.g., walking, jogging, cycling)"" (p. 2). This was measured using two variables: ""collective recreational park and conservation land contiguity and contiguity of cemetery. These variables were calculated using the contiguity index, a common landscape metric that identifies spatial connectedness"" (p. 2).",[],"No qualifying content was identified. The study focused on objectively measured, GIS-derived characteristics of greenspace and did not measure or analyze any social or experiential dimensions such as perceived quality, recreational programming, or social interactions.",[],"No qualifying content was identified. The study did not measure or analyze any aspects of park management or governance, such as planning, policy, citizen participation, or funding."
feng2017a.pdf,"The study used a parent-reported measure of green space quality. The authors state: ""Recognizing the inherently subjective nature of this concept, a parent-led approach was adopted towards defining whether local green space was perceived to be of higher or lower quality. Parents were asked whether they strongly agreed, agreed, disagreed, or strongly disagreed with the following statement: there are good parks, playgrounds and play spaces in this neighborhood. Crucially, the insertion of the adjective “good” in this wording of the question focuses the enquiry upon green space considered to be of reasonable quality by the parent, as opposed to the availability of green space per se.""",[],No qualifying content was identified. The study's measure of green space quality was based on a single parent-reported survey item and did not include any direct measurement or analysis of ecological or environmental factors.,['Facilities and/or amenities'],"Facilities and/or amenities: Green space quality was measured based on parental agreement with the statement ""there are good parks, playgrounds and play spaces in this neighborhood."" This question directly assesses the perceived quality of these specific facilities, which are central to the study's operationalization of green space quality.","['Perceived quality', 'Recreation and/or leisure opportunities or programming']","Perceived quality: This is the core measure of green space quality used in the study. It is described as ""parent-reported green space quality"" and was measured by asking parents to respond to the statement ""there are good parks, playgrounds and play spaces in this neighborhood"" on a four-point scale from 'strongly agree' to 'strongly disagree'. The authors explicitly state this was a ""parent-led approach... towards defining whether local green space was perceived to be of higher or lower quality.""
Recreation and/or leisure opportunities or programming: The quality measure explicitly asks about the quality of ""parks, playgrounds and play spaces,"" which are primary venues for children's recreation and leisure. The assessment of whether these are ""good"" is a direct evaluation of the quality of the recreational opportunities they provide for children.",[],No qualifying content was identified. The study did not measure or analyze any management or governance aspects as part of its definition or assessment of green space quality.
yang2024b.pdf,"The study does not provide a single explicit definition of park quality. Instead, it operationalizes the concept through a factor labeled ""Park design and quality"" in its analysis. This factor is composed of measurable physical characteristics, including the park's area and the number and types of its amenities.",['Vegetation and/or flora'],"Vegetation and flora are treated as characteristics influencing park quality assessments by being measured and used as predictor variables for user sentiment. The study measured these aspects by calculating the ""proportion of green space as the total proportion of tree and grassland covers for each park"" using National Agriculture Imagery Program (NAIP) data. It also computed the ""normalized difference vegetation index (NDVI)"". The results of the statistical models showed that an ""increase in grassland areas contributes to higher sentiment compound scores for parks (Table 3).""","['Facilities and/or amenities', 'Size and/or acreage']","Facilities and/or amenities and size are explicitly grouped under the factor ""Park design and quality"" and measured to predict park satisfaction. 
Facilities and/or amenities: The study ""summarized the number of sport courts, pavilions, benches, parking lots, picnic areas, playgrounds, splash pads, and specific features (e.g., recreation center) in each park."" It then created aggregate variables for ""the total number of features (TotNum), the number of feature types (TypeNum)."" The results showed that ""augmenting both the total count of park amenity features and the variety of amenity types correlates with elevated user experience ratings for these parks (Table 3).""
Size and/or acreage: This was measured as ""Park areas in (m²)"" and included as a variable under the ""Park design and quality"" factor (Table 1).",['Perceived quality'],"Perceived quality is a central dependent variable in the study, representing the public's evaluation of the parks. It was measured in two ways using Google Maps data. First, the study used the ""1–5 user experience rating"" provided by users for each park, which it refers to as ""Park satisfaction scores"". Second, it conducted a sentiment analysis on the text of user reviews to create a ""qualitative park evaluation."" Specifically, the study ""applied the Valence Aware Dictionary for Sentiment Reasoning (VADER)... to calculate sentiment compound scores"" and then calculated the ""average sentiment compound score based on all reviews for each park.""",[],"No qualifying content was identified. The study did not directly measure or analyze any management or governance aspects, such as planning processes, citizen participation, or funding, as dimensions of park quality in its Methods or Results sections."
vandillen2012.pdf,"The study conceptualizes greenspace quality by stating, ""it seems fair to say that greenspace should not just be there, but it should be pleasurable to experience and/or suitable for (recreational) use.""",['Vegetation and/or flora'],"The quality of green areas was assessed by observers using an audit tool with items rated on a 5-point scale. Aspects related to vegetation and flora included: 'variation (very monotonous-very varied)', 'naturalness (very unnatural-very natural)', and 'colourfulness (very uncolourful-very colourful)'. The quality of streetscape greenery also included an assessment of 'variation'.","['Facilities and/or amenities', 'Maintenance and/or cleanliness', 'Safety and/or security', 'Design and/or aesthetics', 'Internal accessibility']","The quality of green areas and streetscapes was assessed by observers using an audit tool with items rated on a 5-point scale. 
- Facilities and/or amenities: Assessed for green areas using the item 'shelter (very enclosed-very open)'.
- Maintenance and/or cleanliness: Assessed for green areas and streetscapes using the items 'maintenance (very bad-very good)' and 'absence of litter (very little trash-very much trash)'.
- Safety and/or security: Assessed for green areas using the item 'safety (very unsafe-very safe)'.
- Design and/or aesthetics: Assessed for green areas and streetscapes using the items 'clear arrangement (very unsurveyable-very surveyable)' and 'general impression (very negative-very positive)'. The assessment for green areas also included 'variation', 'naturalness', and 'colourfulness', while the streetscape assessment included 'variation'.
- Internal accessibility: Assessed for green areas using the item 'accessibility (very bad-very good)'.",[],"No qualifying content was identified. The study measured greenspace quality using an objective audit tool completed by trained observers. This tool assessed physical and environmental characteristics of the greenspaces. It did not include measures of residents' perceptions, social interactions, or recreational activities as components of the quality score itself.",[],"No qualifying content was identified. The study's quality audit measured the physical outcomes of management, such as the level of maintenance and cleanliness. These were coded as Physical/Functional Dimensions. The study did not measure management processes like planning, policy, citizen participation, or funding allocation as part of its quality assessment."
wu2025b.pdf,"The study defines park quality from two perspectives: an objective assessment from the park's perspective and a subjective assessment from the residents' perspective. The objective assessment is based on the Community Park Audit Tool (CPAT), analyzing four dimensions: ""park information, access and neighborhood, activity areas, and park quality and safety"". The subjective assessment is based on residents' demands for improvements, which are considered ""subjective quality assessments of people's satisfaction."" Specifically, the study analyzes ""direct actions needed for the parks they frequently visit, representing their perceptions of (the weakness of) park qualities"" and their ""long-term demands for park planning.""","['Biodiversity and/or habitat', 'Vegetation and/or flora', 'Water quality and/or hydrology']","Ecological and environmental aspects were treated as components of park quality through both objective audits and subjective resident demands.

Biodiversity and/or habitat: This was measured via a survey of resident demands for park improvements. Specific items included ""Pollinator: Create wildflower meadows for bees and other pollinators in parks, streets, the cemetery, and golf courses"" and ""Env_Imp: Focus on improving environmental health and biodiversity (the richness of different kinds of plants and animals in our public lands)."" These were analyzed as binary variables indicating whether a respondent selected the item.

Vegetation and/or flora: This was measured objectively using the Community Park Audit Tool (CPAT) and subjectively through resident demands. The CPAT assessed ""Quality"" items including ""Landscape"", ""Tree"", and ""Meadow"" using a dummy value (1=have the quality). The survey measured resident demands for ""direct actions"" and ""livability planning,"" including ""Trees: Plant more trees in parks and natural areas,"" ""Landscaping: Incorporate more native, waterwise plants in landscaping,"" and ""U_Forest: Grow our urban forests to help provide shade, clean water and air for our city and neighborhoods.""

Water quality and/or hydrology: This was measured objectively using the Community Park Audit Tool (CPAT). Under the ""Quality"" dimension, the presence of ""Water"" was assessed using a dummy value (1=have the quality).","['Facilities and/or amenities', 'Maintenance and/or cleanliness', 'Safety and/or security', 'Design and/or aesthetics', 'Internal accessibility', 'External accessibility']","Physical and functional aspects were treated as components of park quality through both objective audits and subjective resident demands.

Facilities and/or amenities: This was measured objectively and subjectively. The objective Community Park Audit Tool (CPAT) provided a ""Count of amenities"" including ""Activity fields"", ""Other Infrastructures"", and ""Other Amenities"". The subjective survey measured resident demands for ""direct actions"" such as ""Amenity: Add or renovate aged restrooms, playgrounds, and other amenities"" and ""Bins: Add and service more bins for trash and dog waste.""

Maintenance and/or cleanliness: This was measured objectively and subjectively. The CPAT assessed ""Park Concerns"" and ""Neighborhood Concerns"" including ""Litter"", ""Graffiti"", and ""Maintenance"" using a dummy value (1=have the concern). The survey measured resident demand for ""direct actions"" such as ""Litter: Increase the frequency of litter clean-up.""

Safety and/or security: This was measured objectively using the CPAT. It assessed ""Park Concerns"" and ""Neighborhood Concerns"" including ""Potential danger"" and ""Lighting"" using a dummy value (1=have the concern).

Design and/or aesthetics: This was measured objectively using the CPAT. Under the ""Quality"" dimension, the presence of ""Art"" was assessed using a dummy value (1=have the quality).

Internal accessibility: This was measured objectively and subjectively. The CPAT assessed ""Accessibility"" including ""Accessible Sidewalk."" The survey measured resident demands for ""direct actions"" and ""livability planning"" including ""Trails: Maintain natural-surface trails and improve or expand public access points,"" ""Signage: Install better signage in parks, trails, and natural areas for wayfinding and interpretation,"" and ""Sidewalk: Improve the sidewalk and trail network...""

External accessibility: This was measured objectively using the CPAT, which assessed ""Accessibility"" including the presence of an ""External Bike Route.""","['Perceived quality', 'Cultural and/or educational features']","Social and experiential aspects were treated as components of park quality through subjective resident demands and objective audits.

Perceived quality: This is a core component of the study's framework, defined as ""subjective quality assessments of people's satisfaction."" It was measured by surveying residents on their demands for park improvements. The survey captured ""direct actions needed for the parks they frequently visit, representing their perceptions of (the weakness of) park qualities"" and ""long-term demands for park planning."" The various demands listed in Table 1 (e.g., for amenities, trees, litter cleanup, trails) were used as binary variables in the analysis to represent these subjective quality assessments.

Cultural and/or educational features: This was measured objectively using the Community Park Audit Tool (CPAT). Under the ""Quality"" dimension, the presence of ""Education and culture"" was assessed using a dummy value (1=have the quality).","['Planning and/or policy', 'Funding and/or resource allocation']","Management and governance aspects were treated as components of park quality through subjective resident demands for planning and investment.

Planning and/or policy: This was measured by surveying resident preferences for ""Potential Projects."" Specific items included ""Equity Mapping: Create a citywide Equity Mapping Tool that identifies areas of the city that do not have as much access to urban forests, natural areas, and city parks. Use this tool to help prioritize areas for investment in public lands"" and ""Ranger-Ambassador: Implement a citywide Ranger-Ambassador program..."" The percentage of respondents selecting these projects was analyzed.

Funding and/or resource allocation: This was measured by surveying resident demands for ""Livability Planning."" Specific items included ""Reg_Invest: Invest in regional public lands and amenities that create unique destinations"" and ""Nei_Invest: Invest in neighborhood public lands and amenities that encourage everyday use."" These were analyzed as binary variables indicating whether a respondent selected the item."
mccann2021.pdf,"The study does not provide a single, explicit definition of park or trail quality. Instead, it operationalizes quality through an assessment of visitors' perceptions. Quality is measured as the perceived performance or satisfaction with a list of 21 ""experiential variables"" related to the trail, including air quality, trail cleanliness, safety, and various amenities.",['Air quality and/or microclimate'],"Air quality is a central focus of the study and is treated as a component of the trail experience. It was measured both objectively and subjectively. Objective measurement involved ambulatory monitoring: ""A Dylos DC1700-PM AQ monitor (Dylos Corporation, Riverside, CA, USA) mounted to a bicycle was used to collect PM2.5 and PM10 concentration simultaneously, in µg/m³, sampling once per minute."" Subjective or perceived air quality was measured as part of an importance-performance analysis (IPA) survey. The IPA included an item for ""Clean air"" where ""Trail users' perceptions of AQ were operationalized as satisfaction with AQ along the trail during their most recent visit."" Respondents rated their satisfaction on a 5-point Likert scale.","['Facilities and/or amenities', 'Maintenance and/or cleanliness', 'Safety and/or security', 'Design and/or aesthetics', 'Internal accessibility', 'External accessibility']","All physical and functional dimensions were treated as aspects of quality by being included as ""experiential variables"" in an importance-performance analysis (IPA). The study used the IPA ""to assess visitors' perception of the importance and quality of experiential variables (n = 21)"". Visitors rated the performance (quality) of each item on a 5-point Likert scale from 1 (""Extremely dissatisfied"") to 5 (""Extremely satisfied"").
- Facilities and/or amenities: Measured through IPA items including ""Information at trail head"", ""Overnight lodging"", ""'Bicycle repair / maintenance services'"", ""Drinking water availability"", ""Restroom availability"", ""Fitness equipment along trail"", ""Playground equipment along trail"", and ""Kayak launches along trail"".
- Maintenance and/or cleanliness: Measured through IPA items ""Condition of trail surface"" and ""Cleanliness of trail"".
- Safety and/or security: Measured through the IPA item ""Trail safety"".
- Design and/or aesthetics: Measured through the IPA item ""Public art along trail"".
- Internal accessibility: Measured through the IPA item ""Directional signage"".
- External accessibility: Measured through the IPA item ""Parking availability"".",['Perceived quality'],"Perceived quality was the primary framework used to assess visitors' views on the trail's features and services. The study employed an ""importance-performance analysis (IPA) ... to assess visitors' perception of the importance and quality of experiential variables (n = 21), such as AQ, trail cleanliness, and the condition of the trail surface."" For the performance/quality component, ""Users were asked to rate these in... performance on a Likert-type scale from 1–5, with 1 indicating “Extremely dissatisfied""... and 5 indicating ""Extremely satisfied”.""",[],"No qualifying content was identified. The study does not explicitly treat any management or governance aspects as dimensions of park quality that were directly measured or analyzed in the Methods or Results sections. While the study offers management implications in the Discussion, it does not operationalize or measure management quality as a variable."
fors2015.pdf,"This literature review, guided by its research question on user participation's contribution to public urban green space quality, defines quality for its own analytical purposes as including 'objectively testable, physical aspects of ecological and user functionality, including the range of ecosystem services that users may appreciate – how the green space performs environmentally and meets local needs for use.'",['Vegetation and/or flora'],"The review identifies that the argument for 'healthier trees' as an outcome of participation was empirically tested in one of the reviewed articles. This study, by Nannini (1998), was a 'direct, empirical before-and-after study' of 'user participation in tree surveying and maintenance work to prevent Dutch Elm disease.' The study found that this participation 'was successful in increasing the overall health of the trees, stopping the spread of the disease,' thus linking participation to a direct, measurable improvement in vegetation quality.",[],"No qualifying content was identified. A central finding of this literature review is the lack of empirical evidence in the reviewed articles for the contribution of user participation to the physical quality of green spaces. The authors state, 'this review found very little empirical evidence of direct links between participation and the physical quality of green spaces, i.e. how the green space performs environmentally and meets local needs for use.' While arguments such as 'Increased functionality/suitability to users' were discussed in the literature, the review found they were not empirically tested.","['Perceived quality', 'Recreation and/or leisure opportunities or programming']","The review identifies that several of the analyzed articles measured user perceptions of quality as an outcome of participation. 
Perceived quality: This was measured as 'increased satisfaction' following participation processes. The review notes that while this is an indirect measure of physical quality, it 'demonstrates user perception of quality or improvement.'
Recreation and/or leisure opportunities or programming: This was measured as 'increased usage after participation processes.' This finding was often correlated with increased satisfaction and was also considered an indicator of users' perception of quality or improvement.",['Planning and/or policy'],"The review found that a primary focus of the empirical studies it analyzed was on the benefits of participation to administrative processes, which can be understood as the quality of management and governance. The review reports that studies empirically tested and demonstrated that participation led to 'better and more creative solutions in master- and park planning' and 'benefits to green space management.' These findings correspond to the arguments for 'Better decisions and more creative solutions' and 'Better/More effective green space administration,' which were identified as having been empirically tested in the reviewed literature."
mullenbach2022.pdf,"The study uses park satisfaction as a measure or proxy for park quality. The abstract states, ""park satisfaction (a measure of park quality) was strongly linked to social capital."" Section 3.4 of the Results reiterates this, referring to ""park satisfaction (a proxy for park quality)."" The Discussion section further clarifies this operationalization: ""park satisfaction, which we operationalized as the perceived quality of specific features at parents’ most recently visited park.""",['Vegetation and/or flora'],"Vegetation and/or flora: This was measured as a component of park satisfaction, which the study treats as a proxy for park quality. The survey asked respondents about their satisfaction with specific park features. As listed in Table 3, this included satisfaction with ""Availability of open spaces"" and ""Green space"". Respondents rated their satisfaction on a three-point scale: ""1 = Not satisfied, 2 = Somewhat satisfied, 3 = Extremely satisfied.""","['Facilities and/or amenities', 'Maintenance and/or cleanliness']","Facilities and/or amenities: This was measured as a component of park satisfaction, which the study treats as a proxy for park quality. The survey asked respondents about their satisfaction with specific park features. As listed in Table 3, this included satisfaction with ""Facilities and playing equipment for kids"" and ""Fountains, restrooms, and other services"". Respondents rated their satisfaction on a three-point scale: ""1 = Not satisfied, 2 = Somewhat satisfied, 3 = Extremely satisfied.""
Maintenance and/or cleanliness: This was measured as a component of park satisfaction, which the study treats as a proxy for park quality. The survey asked respondents about their satisfaction with specific park features. As listed in Table 3, this included satisfaction with ""General cleanliness"". Respondents rated their satisfaction on a three-point scale: ""1 = Not satisfied, 2 = Somewhat satisfied, 3 = Extremely satisfied.""","['Perceived quality', 'Recreation and/or leisure opportunities or programming', 'Social interactions and/or community-building']","Perceived quality: The study's primary measure of park quality is through perceived satisfaction. The Methods section states, ""We measured park satisfaction using a series of items pertaining to the respondents’ satisfaction with a variety of park features and experiences following their most recent park visit, all rated on a three-point scale from not satisfied to extremely satisfied."" This composite measure of satisfaction serves as the study's proxy for park quality.
Recreation and/or leisure opportunities or programming: This was measured as a component of park satisfaction, which the study treats as a proxy for park quality. The survey asked respondents about their satisfaction with ""Facilities and playing equipment for kids"" (Table 3), which represents a key recreational opportunity for the study's population of parents with young children. Respondents rated their satisfaction on a three-point scale.
Social interactions and/or community-building: This was measured as a component of park satisfaction, which the study treats as a proxy for park quality. The survey asked respondents about their satisfaction with social aspects of the park. As listed in Table 3, this included satisfaction with ""Presence of other kids"" and ""Friendliness of other park users"". Respondents rated their satisfaction on a three-point scale.",[],"No qualifying content was identified. The study did not directly measure or analyze any management or governance aspects as components of park quality in its Methods or Results sections. While concepts like funding and maintenance are mentioned in the introduction, the operationalized measure of park quality (park satisfaction) focused on the outcomes of management (e.g., cleanliness, facilities) rather than the management processes themselves (e.g., planning, citizen participation, funding allocation)."
song2020.pdf,"The study understands 'perceived site quality' through the analysis of social media reviews from TripAdvisor. Quality is not defined by a pre-set list of criteria, but rather is emergent from the topics and themes mentioned by users in their reviews. The study identifies five main topics that represent the key dimensions of perceived quality and user experiences in Bryant Park: ""T0 (Amenities), T1 (Holiday Favorite), T2 (Summer Hotspot), T3 (Place to Relax), and T4 (General Experience).""",['Vegetation and/or flora'],"Vegetation and flora are treated as a component of perceived quality through their appearance in the topics generated from user reviews. The analysis did not involve direct ecological measurement but rather captured user perceptions of green elements. In the Latent Dirichlet Allocation (LDA) modeling results, the topic 'Amenities (Topic 0)' included the terms 'green' and 'lawn'. The topic 'Holiday Favorite (Topic 1)' included the term 'tree'. The descriptions of the topics also reference these features, with review examples for 'Amenities' mentioning 'the trees of the park' and the ability to 'stretch out in the lawn'.","['Facilities and/or amenities', 'Maintenance and/or cleanliness', 'Design and/or aesthetics', 'External accessibility']","Physical and functional aspects were identified as key dimensions of perceived quality through the LDA topic modeling of user reviews.
Facilities and/or amenities: This was a primary dimension, explicitly named 'Amenities (Topic 0)'. It was measured by the frequency of related terms in user reviews, such as 'library', 'table', 'carousel', 'chair', 'game', 'rink', 'shop', and 'market'. The topic description states it focuses on 'site features that enable and encourage people to take a seat and stay awhile.'
Maintenance and/or cleanliness: This was identified as a quality component within 'Topic 0 (Amenities)'. The analysis captured this through the topic term 'clean'. An example review for this topic also states, 'This park is beautiful, well kept...'.
Design and/or aesthetics: This dimension was measured through descriptive words appearing in the topic models. 'Topic 0 (Amenities)' included the term 'beautiful'. 'Topic 4 (General Experience)' included terms such as 'lovely' and 'beautiful'. The description for Topic 4 notes 'The attractiveness of the park, good atmosphere, and buzzing ambiance both day and night add to this park's appeal.'
External accessibility: This was not measured directly but was identified as an important quality through terms related to the park's location and context. Topic terms across various topics included 'behind', 'next', 'around', and 'middle'. The study's discussion concludes that 'having a desirable location with great accessibility could also be important for park users.'","['Perceived quality', 'Recreation and/or leisure opportunities or programming', 'Social interactions and/or community-building']","Social and experiential aspects are the core focus of the study's analysis of perceived quality, measured through the content of user reviews via LDA topic modeling.
Perceived quality: This is the central concept investigated. It is most directly captured by 'Topic 4 (General Experience)', which the study describes as providing 'a general concept as a casual and typically pleasant experience.' This was measured through the prevalence of terms like 'great', 'nice', 'lovely', 'loved', and 'enjoyed' in the reviews.
Recreation and/or leisure opportunities or programming: This was a major dimension of perceived quality, identified through several distinct topics. 'Topic 1 (Holiday Favorite)' captured seasonal programming with terms like 'ice', 'skating', 'Christmas', and 'shop'. 'Topic 2 (Summer Hotspot)' measured summer activities and events through terms like 'movie', 'event', 'show', 'yoga', 'music', and 'concert'. 'Topic 3 (Place to Relax)' measured passive leisure opportunities through terms like 'sit', 'watch', and 'relax'.
Social interactions and/or community-building: This aspect was identified as a key park experience, particularly through passive social activities. The topic 'Place to Relax (Topic 3)' included the term 'people' and its description highlights 'People-watching' as a key activity. The description for 'Amenities (Topic 0)' also mentions 'people-watching'.",[],"No qualifying content was identified. While the article mentions that Bryant Park is managed by a private not-for-profit organization and discusses how its operations could leverage private sector techniques for programming, these aspects of management were not directly measured or analyzed as a dimension of park quality in the Methods or Results sections. The analysis focused on the user-perceived outcomes of management (e.g., amenities, programming, cleanliness) rather than the management processes themselves."
irvine2013.pdf,"The study does not provide a single, formal definition of 'park quality'. Instead, it identifies ""space qualities"" as one of six motivational domains for visiting urban green spaces, derived from a qualitative content analysis of park users' responses. This domain is described as consisting of ""comments pertaining to both physical and intangible aspects of the place"" (p. 424), and includes themes of Nature, Park features, Place identity, and Place attachment.","['Biodiversity and/or habitat', 'Vegetation and/or flora', 'Air quality and/or microclimate', 'Acoustic environment & soundscape']","The study identified ecological and environmental dimensions as part of the ""space qualities"" domain that motivated park visits. These were measured through qualitative content analysis of responses to the open-ended question, ""As for today, what are the main reasons that brought you to this park?"". The frequency of comments for each code was tallied. 
- Biodiversity and/or habitat: This was measured through the code ""Fauna"" (9 comments), which the text notes referred to ""almost exclusively ducks and squirrels"" (p. 424).
- Vegetation and/or flora: This was measured through the code ""Flora"" (6 comments).
- Air quality and/or microclimate: This was measured through the codes ""Fresh air"" (15 comments), ""Sunshine"" (13 comments), and ""Nice weather"" (8 comments).
- Acoustic environment & soundscape: This was measured through the code ""Peace & quiet"" (7 comments), which was categorized under the 'Park features' theme.","['Facilities and/or amenities', 'Design and/or aesthetics', 'External accessibility']","The study identified physical and functional dimensions as part of the ""space qualities"" domain that motivated park visits. These were measured through qualitative content analysis of responses to the open-ended question, ""As for today, what are the main reasons that brought you to this park?"". The frequency of comments for each code was tallied.
- Facilities and/or amenities: This was measured through the code ""Facilities"" (12 comments). The text explains this included ""play areas for children, events"" (p. 424).
- Design and/or aesthetics: This was measured through the codes ""View"" (3 comments) and ""Nice place"" (2 comments). The text notes that comments like ""it's a nice place to be"" illustrate the ""more intangible components of the park features theme"" (p. 424).
- External accessibility: This was measured through the code ""Proximity"" (16 comments), which the study clarifies as emphasizing ""the physical nearness of the space to one's home or work"" (p. 424).","['Perceived quality', 'Other']","The study identified social and experiential dimensions as part of the ""space qualities"" domain that motivated park visits. These were measured through qualitative content analysis of responses to the open-ended question, ""As for today, what are the main reasons that brought you to this park?"".
- Perceived quality: This was captured by the code ""Nice place"" (2 comments), which reflects a direct, overall positive assessment of the space. An example is the comment ""it's a nice place to be"" (p. 424).
- Other: Place attachment and identity. The study identified ""two theory-based themes, place identity and place attachment"" as visit motivations within the space qualities domain (p. 424). Place identity was measured via the code ""History of use"" (4 comments), with examples like ""‘[I] grew up here and played here as a child so [I am] familiar with it’"" (p. 425). Place attachment was measured via the code ""Emotional attachment"" (3 comments), with examples like it ""‘feels like a second home’"" (p. 425).",[],"No qualifying content was identified. The study's methods and results focus on park users' motivations for visiting and the derived effects of those visits. While negative derived effects related to ""condition of park"" or feeling ""unsafe"" were mentioned, implying management issues, these were not analyzed as a measured dimension of park quality itself, nor were they included in the ""space qualities"" motivation domain."
arnberger2012.pdf,"The study defines quality in terms of 'recreational quality' of public urban green spaces, which is linked to providing 'high-quality recreation experiences for the urban residents'. This quality is presented as something that can be degraded by high visitor use and crowding. The study uses 'recreation quality indicators, such as crowding perceptions, coping behaviors in response to crowding and visitor satisfaction' to assess this quality.",[],"No qualifying content was identified. The study mentions that green spaces support biodiversity and that heavy use can lead to degraded environments, but these aspects were not measured or analyzed as components of recreational quality in the Methods or Results sections.",[],"No qualifying content was identified. The article describes physical features of the park such as its size and number of trails, but these are not measured or analyzed as variables contributing to park quality. The study's focus is on the social-experiential dimension of quality.","['Perceived quality', 'Recreation and/or leisure opportunities or programming', 'Social interactions and/or community-building', 'Other']","The study explicitly frames its investigation around 'recreational quality' and its indicators.
Perceived quality: This is the central component, measured through visitor perceptions of crowding. The Methods section states, 'Perception of crowding was surveyed by asking visitors three questions with the same wording and same evaluative scale but referring to different time periods: “How crowded do you perceive the area ...” ... using a seven-point scale ranging from “1 = far too few visitors” to “7 = extremely overcrowded”.' The study refers to crowding perceptions as a 'recreation quality indicator'.
Recreation and/or leisure opportunities or programming: The quality of the recreational opportunity is assessed through visitor satisfaction. The Methods section states, 'Satisfaction with the area as a recreational setting and with the current Wienerberg visit were asked using a scale ranging from 1 = very satisfied to 5 = very dissatisfied.'
Social interactions and/or community-building: This dimension is treated as a negative aspect of quality, operationalized through crowding. Crowding is defined as 'a negative evaluation of a certain visitor density or number of visitor encounters in a given area'. The measurement of perceived crowding (detailed above) directly assesses visitors' evaluation of the social conditions.
Other (Coping Behavior): The study explicitly identifies coping behaviors as an indicator of recreational quality. The conclusion states: 'This study investigated two indicators of the recreation quality—crowding perceptions and coping behaviors'. This was measured by first asking a screening question, 'Have you ever reacted because of too many people in this green space?'. Visitors who answered affirmatively were then 'provided with a list of nine possible coping behaviors and asked whether they have applied one or more of these. This list contained spatial, temporal, behavioral and activity-related coping mechanisms.'",[],No qualifying content was identified. The study discusses the implications of its findings for 'sustainable urban green space management and city planning' but does not measure or analyze any aspect of management or governance as a dimension of park quality itself.
