File_Name,Target_User_Groups,Target_User_Groups_Detail,Distributive_Justice,Distributive_Justice_Detail,Procedural_Justice,Procedural_Justice_Detail,Participation_Level,Participation_Outcome,Participation_Detail,Recognitional_Justice,Recognitional_Justice_Detail
feng2017a.pdf,"['Age', 'Income']","The study empirically analyzes green space quality in relation to age and socioeconomic status.

Income: The study analyzes the distribution of perceived green space quality across different socioeconomic strata. The Methods section states the study used the ""Socio Economic Index For Areas Relative Index of Advantage and Disadvantage 2006"" to account for socioeconomic differences. The Results section presents ""Table 2. Patterning of Green Space Quantity and Quality, Overall and Stratified by Socioeconomic Deprivation,"" which shows the percentage of residents perceiving poor quality green space in 'Deprived', 'Average', and 'Affluent' areas.

Age: The study analyzes how the effect of green space quality on child well-being changes with age. The Results section states, ""Potential effect modification of the aforementioned associations by age was explored with cross-classifications of the age, green space quantity and quality categories."" It further finds that ""The benefit of more favorable green space quality, on the other hand, appeared to intensify as children aged. This intensification was observable through increasing disparity in the mean TDS and internalizing subscale between children living in areas with green space considered to be higher compared with lower quality (Panels B and D).""","['Physical/Functional', 'Social/Experiential']","The study shows that perceived green space quality is unevenly distributed by neighborhood socioeconomic status. The quality measure asked parents if ""there are good parks, playgrounds and play spaces in this neighborhood,"" which relates to both the physical/functional amenities and the social/experiential perception of quality.

Table 2, titled ""Patterning of Green Space Quantity and Quality, Overall and Stratified by Socioeconomic Deprivation,"" shows that residents in deprived areas are more likely to perceive their green spaces as poor quality compared to residents in affluent areas, even at similar levels of green space quantity. For example, in neighborhoods with 6%–20% green space, 30.5% of residents in 'Deprived' areas reported poor quality, compared to only 8.8% of residents in 'Affluent' areas.",[],"No procedural justice analysis was found. The study is a quantitative analysis of a longitudinal survey dataset and land-use data. It does not empirically investigate any processes of community participation, stakeholder involvement, or decision-making in the planning or management of green spaces. No direct quote exists.",[],NA,"No participation process was empirically analyzed in the study. The research is based on secondary analysis of data from the Longitudinal Study of Australian Children and land-use data, and does not include any methods for assessing community participation in green space planning, design, or management. No direct quote exists.",[],"No recognitional justice analysis was found. The study's measure of green space quality is a general parental perception of whether there are ""good parks, playgrounds and play spaces."" This measure is not analyzed in relation to the specific cultural identities, needs, or values of any particular group. No direct quote exists."
yang2024b.pdf,"['Income', 'Health condition', 'Race/ethnicity']","The study empirically analyzed differences among several user groups. For Income, it divided parks into three groups to compare user perceptions: ""low-income (<80%AMI); middle income (80%–120%AMI); high income (>120%AMI) within the park service areas."" For Health condition, it analyzed the ""Percent of disability population within service areas"" as a predictor of park sentiment. The results showed that ""a higher percentage of the disabled population is linked to lower sentiment compound scores"". For Race/ethnicity, the study included the ""Percent of minority within service areas"" as a variable in its analysis, although this variable was not a significant predictor in the final models presented.",['Social/Experiential'],"The study identified an inequitable distribution of perceived park quality (a social/experiential dimension) based on the health status of the surrounding population. The results of the generalized linear models showed that service areas with a higher proportion of people with disabilities were associated with lower public sentiment about the parks. The paper states: ""Our findings indicate that a higher percentage of the disabled population is linked to lower sentiment compound scores"" (Table 3). The study also found that the topics discussed in park reviews, reflecting user experience, differed significantly across parks serving low-, middle-, and high-income areas.",[],"The study did not empirically analyze any aspect of procedural justice. The Methods and Results sections focus on analyzing user-generated data from Google Maps reviews and correlating it with park features and neighborhood demographics. There is no analysis of stakeholder involvement, community participation in decision-making, or governance processes related to park planning or management. No direct quote is available.",[],NA,"The study does not analyze any citizen or community participation process. Its methodology is based on the analysis of passively collected social media data (Google Maps reviews) rather than an examination of a structured participatory process like public meetings, workshops, or co-design sessions. Therefore, no participation level could be assessed, and the outcome of participation on park quality was not evaluated. No direct quote is available as the topic is not discussed in the Methods or Results.","['Physical/Functional', 'Social/Experiential']","The study's findings point to the misrecognition of the needs of specific groups.
Social/Experiential: The study found a negative association between the proportion of the disabled population and park sentiment, indicating a misrecognition of this group's needs for an inclusive and positive park experience. The results state that ""a higher percentage of the disabled population is linked to lower sentiment compound scores"" (p. 7).
Physical/Functional: The topic analysis of park reviews revealed that different income groups value and discuss different park features, suggesting their distinct needs are not uniformly recognized or met. For example, the results show that reviews from low-income areas ""highlight the discussions on cooling facilities"" like splash pads, while reviews from high-income areas show a ""focused discussion on clean environments"" and safety (p. 8). This indicates that the provision of specific amenities may not align with the particular needs and values of all socioeconomic groups."
vandillen2012.pdf,"['Age', 'Race/ethnicity', 'Income']","The study analyzed neighborhood-level demographic characteristics in relation to the quantity and quality of greenspace. Table 1 compares 'Non-green' and 'Green' neighborhoods based on their population characteristics. The groups analyzed at the neighborhood level were Age (e.g., 'Age 15-44 years (%)'), Race/ethnicity ('Non-Western ethnic minority (%)'), and Income (proxied by 'Unemployment benefit (permillage)'). The results show that neighborhoods with less green area also had different demographic profiles, for instance a higher percentage of 'Non-Western ethnic minority (%)' (25% in non-green vs. 11% in green areas).","['Ecological/Environmental', 'Physical/Functional']","The study found an unequal distribution of greenspace quality across neighborhoods with different demographic compositions. Based on the Methods and Results presented in Table 1, neighborhoods classified as 'Non-green' (based on quantity) also had lower quality scores for both green areas and streetscape greenery. These quality scores were based on an audit tool that included both Ecological/Environmental dimensions (e.g., 'variation', 'naturalness') and Physical/Functional dimensions (e.g., 'maintenance', 'safety', 'accessibility'). The results in Table 1 show that these 'Non-green' neighborhoods, which had lower quality, also had a higher percentage of 'Non-Western ethnic minority (%)' (25 vs 11) and higher rates of 'Unemployment benefit (permillage)' (36 vs 29) compared to 'Green' neighborhoods.",[],"No procedural justice analysis was found. The study's methods focused on objectively auditing existing greenspace characteristics and surveying residents on health outcomes. It did not empirically analyze stakeholder involvement, participation in decision-making, or other governance processes related to greenspace quality. No direct quote exists.",[],NA,"The study did not empirically analyze any citizen or community participation process in the planning, design, or management of the studied greenspaces. The research design was a quantitative assessment of the relationship between existing environmental features and health. Therefore, no analysis of participation level or outcome was conducted. No direct quote exists.",[],"No recognitional justice analysis was found. The study assessed greenspace quality using a standardized audit tool with general criteria such as maintenance and safety. The Methods and Results do not contain any analysis of whether the design, features, or management of the greenspaces recognized or misrecognized the cultural identities, needs, or values of specific user groups. No direct quote exists."
wu2025b.pdf,"['Race/ethnicity', 'Income', 'Housing status', 'Other']","The study analyzes differences between geographic communities, which it defines as 'Other'. The Methods section states the study categorizes its area into three groups: ""two peri-urban groups, namely the western peri-urban and southern urban edge communities, as well as the urban center and traditional suburb communities."" The study also notes the historical context: ""The west side of Salt Lake City has historically been home to lower-income families and minority residents. In contrast, the east side tends to be more affluent"". The regression models in the Results also include individual-level variables for Income (""Annual income of the respondent""), Race/ethnicity (""Ethnic of the respondent (White:1; others: 0)""), and Housing status (""Rent status of the respondent (renter:1; others: 0)"").","['Ecological/Environmental', 'Physical/Functional', 'Social/Experiential', 'Management/Governance']","The study identifies a significant west-east disparity in park quality across multiple dimensions.
Ecological/Environmental: The Results show that resident demands for nature-based enhancements vary regionally, indicating perceived deficits. For example, ""demands related to foundational infrastructures and investments, namely amenities, trees, and litter cleaning, typically demonstrate a west-south-urban gradient. The western community exhibits heightened demands for... arboricultural interventions... far exceeding their Eastern counterparts.""
Physical/Functional: An objective park audit (CPAT) found that ""eastern parks are better developed in transit infrastructures such as sidewalks, bike lanes, and trails. Western parks have higher maintenance concerns than eastern parks... Regarding park amenities... the eastern parks are significantly better than the western ones."" Subjective demands from residents confirmed this, with the ""western community exhibit[ing] heightened demands for amenities... and litter management.""
Social/Experiential: The study found disparities in objective accessibility. The Results state, ""For the objective measures of park accessibility, the south suburban group has significant disadvantages in both area and distance, suggesting that parks in this area are more scattered and potentially smaller in size.""
Management/Governance: The Results show that preferences for future planning projects differ by community, reflecting different needs. For example, ""Some programs show the unique demands of the western community. For example, as a core urban natural landscape in the western part of Salt Lake City, Jordan River Parkway displays specific interests from the west peri-urban community.""","['Ecological/Environmental', 'Physical/Functional', 'Social/Experiential', 'Management/Governance']","The study's methodology is centered on analyzing community input for planning purposes through a survey. The Methods section states the survey was designed to capture residents' preferences to inform policy. The dataset includes dimensions on: ""direct actions needed for the parks they frequently visit, representing their perceptions of (the weakness of) park qualities""; ""long-term demands for park planning""; and ""potential Public Land Master Plan projects they support, which could reflect their preferred long-term development directions."" This analysis of resident demands covers all four quality dimensions, from demands for amenities (Physical/Functional) and trees (Ecological/Environmental) to preferences for planning projects like ""Equity Mapping"" (Management/Governance) and overall perceptions of quality (Social/Experiential).",['Consultation'],No,"The study analyzes a consultation process involving a survey of residents. The Methods section states, ""The data collection exercise aimed to provide empirical evidence for Salt Lake City's Public Land Master Plan."" The survey collected responses from 1,786 residents on their demands for park improvements and preferences for future planning projects. This represents consultation, as residents' opinions were solicited to inform a planning process. The study analyzes this input extensively but does not empirically evaluate whether this participation led to any tangible changes or improvements in park quality. The article's scope is limited to analyzing the survey data, not the outcomes of the planning process it was meant to inform.","['Ecological/Environmental', 'Physical/Functional', 'Management/Governance']","The study empirically analyzes how different geographic communities have distinct needs and values regarding park quality, which planning must recognize to be effective. The Results section highlights these differences: ""distinct patterns emerge that shed light on the preferences and priorities of the west, south, and urban communities."" For example, the analysis shows that ""unique characteristics emerge in the southern community's responses, potentially rooted in their proximity and accessibility to natural ecosystems,"" such as a ""heightened interest in pollinators"" (Ecological/Environmental). Similarly, the analysis of preferred future projects shows that ""Some programs show the unique demands of the western community,"" such as a strong interest in the Jordan River Parkway project (Physical/Functional and Management/Governance). This analysis demonstrates the need to recognize and respond to the unique local context and values of different communities rather than applying a ""one-size-fits-all approach."""
mccann2021.pdf,['None (general public / unspecified users)'],"The study collected demographic data from survey participants but analyzed them as a single group rather than comparing outcomes between different groups. The Results section describes the sample: ""Participants (n = 185) were predominantly white (94%), Norfolk residents (82%), with a four-year degree or higher (82.8%), female (62%), and aged 25–34 years (36.3%). Additionally, most participants reported an annual household income of over USD 50,000 (87.6%)."" The study notes that ""Ethnicity/race and income diverged strongly from local demographics,"" but does not use these variables in its inferential analysis of trail quality perceptions or use.",[],"No distributive justice analysis was found. The study's Methods section notes that the study area, Norfolk, has ""a high concentration of low-income (20% below poverty line) and minority (57%) populations, who are statistically more vulnerable to air pollution."" However, the empirical analysis in the Results section focuses on temporal variations in air quality (PM2.5 and PM10) rather than its distribution across different neighborhoods or population groups. Perceptions of quality were also not compared across demographic groups.",[],"No procedural justice analysis was found. The study does not empirically analyze any form of stakeholder involvement, public participation, or decision-making processes related to the trail's quality or management in the Methods or Results sections. No direct quote is available.",[],NA,"No participation process was empirically analyzed in the Methods or Results sections of the study. Therefore, no information on participation level or outcomes is available. No direct quote exists.",[],"No recognitional justice analysis was found. The study does not analyze how the park's quality or features affirm or misrepresent the cultural identities, values, or needs of specific groups in its Methods or Results sections. The analysis focuses on general user perceptions of health and experiential variables without differentiation by cultural group. No direct quote is available."
fors2015.pdf,['None (general public / unspecified users)'],"The study, a literature review, analyzes participation by 'users' or 'citizens' as a general category. The Methods and Results sections do not disaggregate or compare findings based on specific demographic or social groups like race, income, or age. The focus is on the general user-participant, for example, in one cited study, 'resident-volunteer participation' (Section 3.4). No specific user groups were separately analyzed.",[],"The study does not conduct a distributive justice analysis. The Results section focuses on whether participation improves green space quality overall, not on whether quality is unevenly distributed across different population groups or geographic areas. No such analysis was found in the Methods or Results sections.","['Ecological/Environmental', 'Physical/Functional', 'Social/Experiential', 'Management/Governance']","The study's entire focus is a review of empirical research on user participation in green space development. The Results section analyzes how participation is linked to all four quality dimensions.
Ecological/Environmental: The review analyzes the argument that participation leads to 'Healthier trees' and finds one empirical study by Nannini (1998) that tested and confirmed this (Section 3.4).
Physical/Functional: The review analyzes arguments that participation leads to 'better and more creative solutions in master- and park planning' and finds empirical evidence for this (Section 3.4).
Social/Experiential: The review analyzes outcomes for users, finding that several articles 'demonstrated increased usage after participation processes, often in correlation with increased satisfaction' (Section 3.4).
Management/Governance: The review analyzes arguments for 'Better and more effective green space administration' (Fig. 4) and finds empirical evidence for 'benefits to green space management through users’ physical participation' (Section 3.4).","['Consultation', 'Placation', 'Partnership', 'Delegated Power']",Yes,"The review analyzes a range of participation types from the literature. 'Civic' participation, such as 'design or plan input or negotiation' (Table 1), corresponds to Consultation. The review also notes that reasons for unsuccessful programs included 'little government support/tokenism' (Section 3.5), indicating Placation was studied. 'Physical participation' in maintenance, such as in the Nannini (1998) study of 'resident-volunteer participation' in tree surveying, suggests a Partnership. Finally, studies of community gardens where 'green space users have taken on nearly all roles and responsibilities within green space management' (Section 3.2.2) align with Delegated Power.
The study explicitly evaluates whether participation produces tangible improvements in park quality. The outcome is 'Yes' because, despite finding a general lack of evidence, the review identifies specific, empirically tested improvements. For example, one study 'was successful in increasing the overall health of the trees, stopping the spread of the disease' (Section 3.4). Other empirically demonstrated outcomes include 'better and more creative solutions in master- and park planning' and 'benefits to green space management through users’ physical participation' (Section 3.4).",[],"The study does not analyze recognitional justice. While the Results section mentions 'Fostering local knowledge and learning' (Fig. 4) as an argument for participation, this is framed in functional terms of improving planning and management. The analysis does not extend to whether the cultural identities, values, or specific needs of particular social groups are recognized or misrecognized through park quality or governance processes. No such analysis was found in the Methods or Results sections."
mullenbach2022.pdf,"['Age', 'Race/ethnicity', 'Income']","The study analyzed a national sample of low-income parents with young children. The sample was defined by income and age, and the analysis examined differences by race/ethnicity. Methods (2.1): ""Sampling efforts targeted parents across the U.S. whose income was 80% or less of the federal median household income (<$42,786)"". The sample also sought parents ""who had at least one child aged 5-10 years old"". The analysis explicitly compared outcomes across racial/ethnic groups: ""we conducted analysis of variance (ANOVA) to examine differences among ethnoracial groups for park satisfaction"" (Section 2.3). The sample demographics in Table 1 show the breakdown by Race/Ethnicity (White, Black, Asian, Latino, Other, Two or more races/ethnicities).","['Physical/Functional', 'Social/Experiential']","The study found that perceived park quality, measured as satisfaction with park features, was unevenly distributed across ethnoracial groups. 
Physical/Functional: The Results (Section 3.5) show that ""Respondents of two or more races/ethnicities reported lower park satisfaction than white and Asian respondents regarding 'fountains, restrooms, and other services.'""
Social/Experiential: The Results (Section 3.5) show that ""Black respondents indicated lower park satisfaction than white respondents regarding 'presence of other kids.'"" and ""Black respondents reported lower park satisfaction than Latino respondents and respondents of two or more races/ethnicities in regard to 'friendliness of other park visitors.'""",[],"No procedural justice analysis was found. The study used a survey to assess individual perceptions of parks and neighborhoods; it did not empirically analyze any stakeholder involvement, participation in decision making, or governance processes in the Methods or Results sections. No direct quote exists.",[],NA,No participation process was empirically analyzed in the Methods or Results sections. The study's methodology was a national web-based survey of individuals and did not include an analysis of any participatory planning or management processes. No direct quote exists.,['Social/Experiential'],"The study's results suggest a misrecognition of the social needs or values of certain racial groups within parks. The analysis of variance (ANOVA) test in the Results section (3.5) found that the social experience in parks was perceived differently by different groups. Specifically, ""Black respondents indicated lower park satisfaction than white respondents regarding 'presence of other kids.'"" Additionally, ""Black respondents reported lower park satisfaction than Latino respondents and respondents of two or more races/ethnicities in regard to 'friendliness of other park visitors.'"" These findings indicate that the social environment of parks is less satisfactory for Black parents, suggesting their needs for a welcoming and comfortable social setting are not being met to the same extent as other groups."
song2020.pdf,['None (general public / unspecified users)'],"The study analyzes a large dataset of 11,419 Tripadvisor reviews from 10,615 users, but treats this group as a whole and does not empirically analyze any specific subgroups based on age, race, income, or other characteristics. The Methods section acknowledges a potential limitation: ""limitations could exist as Tripadvisor could represent certain socio-personal characteristics in particular age, income, or racial groups."" The Limitations section further confirms the lack of demographic analysis: ""Future studies could use surveys or interviews that target the demographics our study may have missed to mitigate the biases that reside in our results.""",[],"The study does not perform a distributive justice analysis. It is a single case study focused on understanding the perceived qualities of one specific location, Bryant Park. The Methods and Results do not contain any analysis comparing park quality across different neighborhoods, geographic areas, or population groups. No direct quote exists.",[],"The study does not empirically analyze procedural justice. The Methods and Results focus on analyzing the content of pre-existing social media reviews to understand user perceptions. There is no analysis of stakeholder involvement, community participation in decision-making, or governance processes related to the design, planning, or management of Bryant Park. No direct quote exists.",[],NA,"The study did not analyze any citizen or community participation processes. The methodology is a content analysis of online reviews and does not investigate how the public was involved in any aspect of the park's development or management. Therefore, no participation level was analyzed and the outcome of participation was not assessed. No direct quote exists.",[],"The study does not contain a recognitional justice analysis. While it identifies popular activities and features, it does not analyze how these aspects of park quality affirm, ignore, or misrepresent the cultural identities, needs, or values of any specific user groups. The analysis of user reviews is aggregated and does not differentiate by cultural background. The study notes as a limitation that ""Non-English reviews were not considered in our studies though people from around the world are visiting the park,"" but this is not an empirical finding about recognition within the park itself."
irvine2013.pdf,['None (general public / unspecified users)'],"The study analyzes park users as a general group. While demographic data on gender, ethnicity, and age were collected for the sample, the study explicitly states in its limitations section that it did not analyze differences between these groups. The Methods and Results do not contain comparisons based on user characteristics. The authors state: ""The sample size and the diversity of responses did not allow investigation of socio-demographic (e.g., gender) or use (e.g., visit frequency) differences.""",[],The study does not conduct a distributive justice analysis. The Methods and Results sections do not contain any empirical analysis of whether park or greenspace quality is unevenly distributed across different population groups or geographic areas. The study focuses on individual motivations and derived effects of park visits rather than the distribution of quality. No direct quote is available.,[],"The study does not analyze procedural justice. The Methods and Results sections do not contain any analysis of stakeholder involvement, participation in decision-making, planning, or governance processes related to the parks. No direct quote is available.",[],NA,"No participation process was empirically analyzed in the study's Methods or Results. The research focuses on individual users' motivations for visiting parks and the effects they derive from those visits, not on their involvement in park planning or management. No direct quote is available.",[],"The study does not conduct a recognitional justice analysis. The Methods and Results do not examine how park or greenspace quality relates to the cultural identities, needs, or values of specific groups. The study's limitations section notes that ""the research does not address historical or socio-cultural use of public spaces."""
arnberger2012.pdf,['Other'],"The study analyzes differences between park visitors based on their past experience with the park and their behavioral responses to crowding. The specific groups analyzed are: 1) Visitors with different levels of past experience, measured by 'total years of area use' and how often they 'had visited the area during the past year'. The study explicitly questions if 'long-time green space visitors [are] specially affected by increased visitor use'. 2) Visitors categorized by their coping behaviors: 'crowding-tolerant visitors, copers and non-copers'. These groups were identified via a screening question: 'Have you ever reacted because of too many people in this green space?'.",['Social/Experiential'],"The study shows that the perceived recreational quality, specifically crowding, is unevenly distributed among user groups based on their past experience. The Results section states: 'the higher the level of past experience the higher the perception of Sundays as crowded.' (Section 4.4). This indicates that long-time users experience a lower social quality (more crowding) compared to newer users. Furthermore, analysis showed significant differences in crowding perceptions between different behavioral groups: 'Copers reported the highest, and crowding-tolerant visitors the lowest, crowding perceptions of Sundays.' (Section 4.6, Table 6).",[],"No procedural justice analysis was found. The study does not empirically analyze any stakeholder involvement, participation in decision-making, or governance processes in its Methods or Results sections. The conclusion suggests that 'further densification processes must be carefully implemented through a participatory and debate-centered planning process', but this is a recommendation, not an analysis of an existing process.",[],NA,"The study did not empirically analyze any citizen or community participation process in the Methods or Results sections. Therefore, no participation level could be coded, and the outcome is not applicable. No direct quote exists.",['Social/Experiential'],"The study analyzes how increased use levels due to urban densification negatively impact long-time users, whose needs and values are tied to the area's previous, less crowded state. The Results show that 'years of area use... were positively correlated with place attachment' (Section 4.2). The conclusion, summarizing the findings, notes that for 'long-time, frequent visitors... This group has also developed emotional ties to the area and may see this permanent increase in visitor numbers as a threat to their territory. Thus, this user group seems to be more vulnerable'. This demonstrates a misrecognition of the needs and values of this specific user group, leading to a diminished social/experiential quality for them."
dobbinson2020.pdf,['Income'],"The study exclusively focuses on parks within a low socioeconomic area (LSEA), thereby targeting residents of these areas as the population of interest. The Methods section states the study aimed to ""assess the impact of refurbishments... to parks located in a lower socioeconomic area of Melbourne, Australia."" The study sites were in Brimbank City Council, described as ""one of the lowest socioeconomic areas of Melbourne"". While visitor demographics like age and gender were described at baseline, the primary analysis did not stratify outcomes by these groups.",[],"The study does not conduct a distributive justice analysis. While the introduction notes that parks in disadvantaged areas are often of lower quality, the study's empirical work does not compare park quality between low and high socioeconomic areas. Instead, it evaluates an intervention designed to improve parks within a single low socioeconomic area by comparing refurbished parks to non-refurbished parks in the same area. No direct quote exists in Methods or Results to support a distributive justice analysis.",[],"The study does not empirically analyze procedural justice. There is no mention in the Methods or Results of analyzing stakeholder involvement, community participation, or decision-making processes related to the park refurbishments. A recommendation in the Discussion section suggests this was outside the study's scope: ""it is important to ensure that local residents' preferences and opinions are sought on desirable amenities during the planning phase for such refurbishments... alongside these intervention studies.""",[],NA,"The study does not empirically analyze any citizen or community participation process in the planning or implementation of the park refurbishments. The study is a natural experiment observing the effects of a local government's planned refurbishments. The Discussion section recommends that future studies should ensure ""local residents' preferences and opinions are sought on desirable amenities during the planning phase,"" indicating this was not a component analyzed in this research. No direct quote on participation analysis exists in the Methods or Results.",[],"The study does not conduct a recognitional justice analysis. Although the Methods section notes that the study area has a ""culturally diverse population,"" the research does not measure or analyze whether the park refurbishments recognized or misrecognized the specific cultural identities, needs, or values of any groups. The outcomes measured (e.g., physical activity, shade use, social connectedness) do not address cultural recognition. No direct quote exists in Methods or Results to support a recognitional justice analysis."
wood2018.pdf,"['Age', 'Race/ethnicity', 'Gender']","The study empirically analyzed whether the psychological restorative benefits derived from parks varied by age, gender, and ethnicity. The third research question asks: ""Do relationships between the features of parks (site facilities or biodiversity) and psychological restoration vary amongst population subgroups (for example, by ethnicity, age, or gender)?"" The study collected demographic data from 128 park users and used statistical models to test for differences. The results showed no significant variation. The authors state: ""Analysis of variance (ANOVA) showed no significant differences in restorative benefit between sexes... ethnicities... or ages"". The conclusion from this analysis was that ""restorative benefit is independent of demographic characteristics.""",[],"The study does not perform a distributive justice analysis. While it assesses variation in park quality across 12 sites, it does so within a single context of ""three most deprived wards of the city."" It does not analyze whether this variation in quality is systematically correlated with the socio-demographic characteristics of different neighborhoods or user groups, nor does it compare the quality in this deprived area to more affluent areas. No direct quote exists as this analysis was not conducted.",[],"No procedural justice analysis was found in the Methods or Results sections. The study does not empirically analyze stakeholder involvement, participation in decision-making, or governance processes related to the parks. No direct quote exists as this was not a focus of the research.",[],NA,"The study does not empirically analyze any citizen or community participation process in the Methods or Results sections. Therefore, no participation level could be coded, and the outcome is not applicable. No direct quote is available.",[],"No recognitional justice analysis was found in the Methods or Results sections. Although the study was conducted in a multicultural area and collected data on ethnicity, it did not analyze whether the parks' design, features, or management recognized or misrecognized the cultural identities, values, or needs of specific groups. The analysis was limited to whether restorative benefits differed by ethnicity, not whether the parks themselves were culturally affirming. No direct quote exists as this analysis was not performed."
